TABLE auth_user


TABLE auth_user_tag_groups


TABLE users


TABLE Colleges
Colleges.id,Colleges.Name,Colleges.Oxbridge
10,Privacy,1,2,False,<NULL>,"###Privacy Statement 
Welcome to our website (“Site”) operated by Oxford and Cambridge Society of New England, Inc. (“OxCamNE,"" ""we,"" and ""our""). This Privacy Statement (“Privacy Statement”), which is part of our [Terms](https://oxcamne.pythonanywhere.com/oxcam/web/Terms), explains how OxCamNE collects, uses, shares, and stores information we collect about you (“you” and “your”). By using our Site, you agree to this Privacy Statement. We may modify the Privacy Statement at any time by posting a revised version on our Site or, if we determine appropriate, by sending you an email or other notice. Please review this Privacy Statement from time to time because your continued use of our Site after a modified Privacy Statement has been posted indicates your consent to the Privacy Statement.

###Background
OxCamNE is an independent, volunteer-run, non-profit organization whose purpose is to promote and support the interests, welfare, and influence of the Universities of Oxford and Cambridge, U.K. (known together as “Oxbridge”), their alumni, and prospective students in the New England region. Each year the Society holds a variety of educational events with an Oxbridge connection for members and their guests.

###Collection and Use of Your Personal Data
OxCamNE collects personally-identifiable information about you (“Personal Data”) on our Site when you voluntarily provide it to us such as filling in forms on our Site and communicating with us by telephone, email, or otherwise. Personal Data may include your name, physical address(es), email address(es), telephone number(s), college affiliation(s) and matriculation year(s), and any other data that you provide. This Privacy Statement applies to all Personal Data, whether we collect it online or offline.

We will use your Personal Data for the purposes for which you provide it, such as processing your membership, registering you for an event, and sending you information about events and other Society activities, surveys to improve the Society’s offerings, and, occasionally, other items of interest.

If you ever wish to stop receiving communications, you may opt out by following the “unsubscribe” instructions in email communications, or sending an email to [secretary@oxcamne.org](mailto:secretary@oxcamne.org).

###Sharing Your Personal Data
We do not share your Personal Data with third parties other than those we use to support our website and operations (e.g., which provide services such as website hosting, emails, and payment card processing). We may also share your information with the volunteers who serve as our officers, directors, and on our operating committees as necessary for them to perform their roles.

The names, primary College affiliation, matriculation year, state and town of residence,  and (optionally) email address and telephone number of active members are published in an on-line directory which is available to all members in good standing.

###Use of Cookies and Similar Technologies
Like many websites, our Site uses the Google Analytics tool. Google Analytics uses “cookies”, which are small text files placed on your computer, to collect anonymous, non-personal data, including browser type, domain names, referring website, landing page, web pages viewed, time spent on a web page, and links clicked. This data is used for such purposes as identifying web pages visited most often to improve our Site and providing you a better experience on our Site. Please review Google Analytics’ terms of use and privacy policy to learn more about how Google Analytics may collect and use information. If we ever combine non-personal data with personally-identifiable information, the combined information will be treated as personally-identifiable information.

The transactional portions of our website (e.g. joining or renewing as a member, or registering for an event) require the use of a ‘session cookie’ which is used to authenticate who you are (by sending a one-time security code to your email address) and track context through the transaction. These cookies are discarded at the end of the browser session, or may optionally be kept in your browser for up to 3 months by ticking ‘remember me’ when you authenticate yourself.

If you do not want to use cookies, you can remove them from your computer’s hard drive or set your browser to block them or to send an alert before a cookie is stored on your computer. If you block cookies, the transactional features of our website cannot be used.

Our Site is not currently configured to respond to “do not track” signals or similar mechanisms.

###Data Subject Rights
Data subjects in the European Economic Area and other jurisdictions may have rights in relation to their Personal Data which include:

- Right to rectification: Data subjects may request that we rectify any inaccurate or incomplete Personal Data.
- Right to withdraw consent: Data subjects may at any time withdraw their consent to the processing of their Personal Data carried out by us on the basis of their previous consent. Such withdrawal will not affect the lawfulness of processing based on such previous consent.
- Right to make a subject access request (SAR): Data subjects may request in writing copies of their Personal Data. However, compliance with such requests is subject to certain limitations and exemptions and the rights of other individuals. Each request should make clear that a SAR is being made. You may also be required to submit a proof of your identity and any payment permitted by law, where applicable.
- Right to object to processing including automated processing and profiling: We do not make automated decisions about data subjects. However, we may rely on information provided by third parties such as credit reference agencies which may score data subjects on the basis of automated decisions. Profiling may be carried out for business administration purposes, such as monitoring trends in user visits of our website and in order to deliver relevant ads to users’ devices. We will comply with valid objection requests unless we have a compelling overriding legitimate ground for the continuation of our processing or we have another lawful reason to refuse such request. We will comply with each valid opt-out request in relation to marketing communications.
- Right to erasure: Data subjects may request that we erase their Personal Data. We will comply, unless there is a lawful reason for not doing so. For example, there may be an overriding legitimate ground for keeping the Personal Data, such as our business record retention obligations with which we must comply.
- Restriction: Data subjects may request that we restrict our processing of their Personal Data in various circumstances. We will comply, unless there is a lawful reason for not doing so, such as, a legal obligation to continue processing your Personal Data in a certain way.
- Right to data portability: In certain circumstances, data subjects may request the controller to provide a copy of their Personal Data in a structured, commonly used, and machine-readable format and have it transferred to another provider of the same or similar services. We do not consider that this right applies to our services. However, to the extent it does, we will comply with such transfer request. Please note that a transfer to another provider does not imply erasure of the data subject’s Personal Data which may still be retained for legitimate and lawful purposes.
- Right to lodge a complaint with the supervisory authority: We suggest that data subjects contact us about any questions or complaints in relation to how we process their Personal Data. However, each data subject has the right to contact the relevant supervisory authority directly.

###Legal Basis for Processing Personal Data
The legal basis for processing your Personal Data typically include: (i) our own or third parties’ legitimate business interests (e.g., in maintain and promoting our member services); (ii) performing a contract with you; (iii) your consent where appropriate; (iv) to protect your vital interests; or (v) to comply with our legal obligations. 

Please contact us at [secretary@oxcamne.org](mailto:secretary@oxcamne.org) if you have any concerns or questions about this Privacy Statement or you wish to ask us not to process your Personal Data for particular purposes. Where you have specific requests relating to how we manage your data, we will endeavor to resolve these, but please note that there may be circumstances where we cannot comply with specific requests.

If you have any concerns about your Personal Data held by the University, your College, or other alumni organizations, you will need to contact them separately.

###Third-Party Sites
Our Site may contain links to third-party sites including our Service Providers and social media sites (“Third-Party Sites”). We encourage you to review the privacy statements and terms of use of Third-Party Sites so you will understand how they collect, use, and share personally-identifiable information.

###Security
We will take reasonable measures (e.g., firewalls and authentication procedures) to protect your Personal Data from unauthorized access, loss, corruption, and alteration. Of course, even protected sites can be subject to hacking, technological glitches, user misconduct, and administrative errors, and we assume no liability for any of these actions or occurrences or their results.

You provide your Personal Data at your own risk.

###Location of Servers
Our servers are located in the United States. If you are located outside the United States, be aware that the information you provide us will be transferred to the United States and that the law applicable to the protection of User Information in the United States may be different from the laws of your jurisdiction. By using our Site or providing Personal Data to us, you consent to this transfer and to the collection, storage, processing, and use of your information in the United States as described in this Privacy Statement.

###Records Retention
We will retain your data indefinitely until you request us to do otherwise.

###Children under Age Thirteen
Our site is not intended for use by children under age thirteen. We do not knowingly collect Personal Data from children under age thirteen. If we learn that we have inadvertently collected any Personal Data from a child under age thirteen, we will delete it. If you are a parent or guardian and you believe that your child under age thirteen may have provided Personal Data through our Site, please contact us at [secretary@oxcamne.org](mailto:secretary@oxcamne.org).

###Questions
If you have any questions about our Site or this Privacy Statement, please contact us by email at [secretary@oxcamne.org](mailto:secretary@oxcamne.org).

Last Updated: September 8, 2021

",97,2025-02-07 14:38:39,2025-04-01 21:09:37
11,Terms,1,2,False,<NULL>,"###Terms of Use 
Welcome to our website (“Site”) operated by Oxford and Cambridge Society of New England Inc. (“OxCamNE,” “we”, or “our”). These terms of use (“Terms”), which include our [Privacy Statement](https://oxcamne.pythonanywhere.com/oxcam/web/Privacy), governs your use of our Site. By using our Site, you agree to these Terms. We may modify these Terms at any time by posting a revised version on our Site or, if we determine appropriate, by sending you an email or other notice. Please review these Terms from time to time because your continued use of our Site after modified Terms have been posted indicates your consent to the Terms.

###Background
OxCamNE is an independent, volunteer-run, non-profit organization whose purpose is to promote and support the interests, welfare, and influence of the Universities of Oxford and Cambridge, U.K. (known together as “Oxbridge”), their alumni, and prospective students in the New England region. Each year the Society holds a variety of educational events with an Oxbridge connection for members and their guests.

###Copyright
Content on our Site (“Site Content”) is protected by copyright. Except as expressly indicated otherwise in these Terms or on our Site, you may download Site Content solely for your limited, personal, non-commercial use as long as you do not alter the Site Content or remove any trademark, copyright, or other notices displayed on the Site Content. Aside from expressly permitted uses, you may not reproduce, distribute, create derivative works of, publicly display, or perform the Site Content in any manner, including extracting information or data for use in a database or any other purpose, without OxCamNE’s prior written consent in each case. If you would like to use Site Content for any other purpose, please send your request to [secretary@oxcamne.org](mailto:secretary@oxcamne.org).

###Trademarks
Our name, logos, slogans, and other indicia of source are owned by OxCamNE (collectively, ""Our Trademarks""). You may not use Our Trademarks without OxCamNE’s prior written consent in each case, including in any manner that implies OxCamNE sponsors, endorses, or is otherwise the source of or affiliated with a product, service, entity, or activity or that would be likely to cause confusion among the public.

###Use of the Site
You may use the Site only for lawful purposes. You may not use the Site for any commercial purpose, to impersonate any other person or entity, to submit any malicious code, to submit any content that violates any party’s rights or that is objectionable, or to harvest or otherwise collect any information or data from our Site through automated or other means.

###Frames and Metatags
You may not frame the content of our Site on any other web site unless you first obtain our prior written consent in each case. You may not use metatags or any other ""hidden text"" that incorporates Our Trademarks, or words confusingly similar to Our Trademarks, without our prior written consent.

###Third-Party Sites
Our Site includes links to web sites controlled and maintained by third parties (""Third-Party Sites""). You may also link to OxCamNE’s social networking pages for additional news. Any information you share with or actions you take on Third-Party Sites are governed by the applicable Third-Party Sites’ terms of use and privacy statements, which you should review carefully.

###Disclaimers
OUR SITE, SERVICES, AND CONTENT ARE OFFERED ""AS IS"" AND ""AS AVAILABLE."" TO THE MAXIMUM EXTENT PERMITTED UNDER LAW, WE DISCLAIM ALL EXPRESS OR IMPLIED WARRANTIES OF ANY KIND WITH RESPECT TO OUR SITE, SERVICES, AND CONTENT, INCLUDING ANY WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE (EVEN IF THE PURPOSE HAS BEEN DISCLOSED TO US), AND NON-INFRINGEMENT. WE MAKE NO REPRESENTATIONS OR WARRANTIES ABOUT THE ACCURACY, COMPLETENESS, TIMELINESS, OR RELIABILITY OF ANY SERVICES OR CONTENT AVAILABLE THROUGH OUR SITE (OR THROUGH LINKS TO THIRD-PARTY SITES), INCLUDING THAT OUR SITE, SERVICES, OR CONTENT WILL BE UNINTERRUPTED OR ERROR-FREE. WE RESERVE THE RIGHT TO CORRECT ANY ERRORS, INACCURACIES OR OTHER ISSUES CONCERNING OUR SITE, SERVICES, AND CONTENT. IF YOU RELY ON OUR SITE, SERVICES OR CONTENT, YOU DO SO ENTIRELY AT YOUR OWN RISK.
ALTHOUGH WE INTEND TO TAKE REASONABLE STEPS TO PREVENT THE INTRODUCTION OF VIRUSES, WORMS, OR OTHER HARMFUL ELEMENTS TO OUR SITE, WE DO NOT WARRANT THAT OUR SITE, SERVICES OR CONTENT WILL BE FREE FROM SUCH ELEMENTS AND OXCAMNE IS NOT LIABLE FOR ANY DAMAGES OR HARM ATTRIBUTABLE TO THEM.

###Limitation of Liability	
OXCAMNE AND ITS DIRECTORS, OFFICERS, VOLUNTEERS, AND AGENTS ARE NOT LIABLE FOR ANY CLAIM OF ANY NATURE WHATSOEVER BASED ON ANY LOSS, DAMAGE, LIABILITY, OR INJURY ARISING FROM YOUR USE OF OUR SITE, SERVICES, OR CONTENT OR FROM YOUR BREACH OF THESE TERMS. UNDER NO CIRCUMSTANCES WILL OXCAMNE OR ITS DIRECTORS, OFFICERS, VOLUNTEERS, OR AGENTS BE LIABLE FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE, EXEMPLARY OR SIMILAR DAMAGES (INCLUDING LOST REVENUES OR PROFITS, LOSS OF BUSINESS, OR LOSS OF DATA) ARISING OUT OF OR RELATED TO YOUR USE OF OUR SITE, SERVICES, OR CONTENT OR THESE TERMS, REGARDLESS OF THE THEORY OF LIABILITY, WHETHER TORT (INCLUDING NEGLIGENCE), CONTRACT, OR ANY OTHER LEGAL OR EQUITABLE THEORY. OUR AGGREGATE LIABILITY TO YOU FOR ANY DIRECT OR OTHER DAMAGES OF ANY NATURE ARISING OUT OF YOUR USE OF, OR INABILITY TO USE, OUR SITE IS $US 100. SOME JURISDICTIONS DO NOT ALLOW A LIMITATION OF LIABILITY FOR THESE KINDS OF DAMAGES, SO THESE LIMITATIONS OR EXCLUSIONS MAY NOT APPLY TO YOU.

###Indemnification
You agree to indemnify and hold OxCamNE and its directors, officers, volunteers, and agents harmless against all liabilities, losses, damages, and costs (including reasonable attorneys' fees) that any of the indemnified parties may incur arising out of or related to your use of our Site, services, or content or your violation of these Terms. OxCamNE reserves the right to assume the exclusive defense and control of any matter for which we are entitled to indemnification. You agree to provide us with all cooperation we reasonably request.

###Termination
We reserve the right to terminate these Terms, our Site, and any services or Site Content at any time without notice for any reason. The ""Disclaimers,"" ""Limitation of Liability,"" ""Indemnification,"" and ""General"" sections of these Terms (along with any other provision that by its terms contemplates survival) will survive any termination.

###General
These Terms, which include the Privacy Statement, are the complete agreement between you and OxCamNE regarding your use of our Site and supersede all other oral or written agreements between you and OxCamNE. These Terms are governed by and should be construed according to the laws of the Commonwealth of Massachusetts applicable to agreements made and performed in Massachusetts, unless doing so would lead to the application of the laws of another jurisdiction. If you choose to access our Site from jurisdictions other than the United States, you do so at your own risk and you are responsible for complying with any applicable local laws. You irrevocably agree: (A) to bring any claim or dispute relating to your use of our Site and these Terms exclusively in the state and federal courts located in the Commonwealth of Massachusetts; (B) to submit to the exclusive jurisdiction of those courts; and (C) to waive any objection to those courts based on inconvenience or other reasons. You may not assign your rights under these Terms without OxCamNE’s prior written consent, and any attempted assignment will be null and void. If a court of competent jurisdiction determines that any provision of these Terms is unenforceable for any reason, then that provision will be deleted (or, if possible, modified in a manner that will reflect the original intent as closely as possible) and the remaining provisions will be enforceable to the fullest extent permitted by law. The failure of a party to assert any right under these Terms will not be considered a waiver of that party’s right unless the waiver is in writing. The term “including” in these Terms is intended to be illustrative and means “including without limitation.”

###Questions
Please contact us at [secretary@oxcamne.org](mailto:secretary@oxcamne.org) with any questions you may have about these Terms.
 
Last Updated: September 8, 2021",99,2025-02-07 14:56:38,2025-04-01 21:09:03
12,Help,<NULL>,<NULL>,False,<NULL>,"###OxCamNE Operations Guide
The Society is run by its volunteer Officers and Committee Members using online resources and record keeping. All or our digital resources are associated with our domain, *oxcamne.org*, which is hosted at *[GoDaddy](www.godaddy.com)*.

We have created an open-source software package, *OxCam*, which provides our public website *[www.oxcamne.org](www.oxcamne.org)*, this help site *help.oxcamne.org*, and comprehensive group management functionality. This was written by David Manns.

This package supports the database containing our web sites, mailing lists, membership records, event specifications, registration records, and accounting information. It also provides outbound email and notice sending, and payment collection for membership dues and event registrations. It runs on [PythonAnywhere](https://pythonanywhere.com), the software itself is maintained on [Github](https://github.com). The software uses the open source web framework [Py4web](https://py4web.com).

We own a *Google Workspace* account which is mapped to the domain and supports the email address *[oxcamne@oxcamne.org](mailto:oxcamne@oxcamne.org)*. The workspace also provides a shared filesystem, the OxCamNE Archive, which we use for records such as committee meeting minutes, etc. etc. 

The archive, email history, and membership database together represent the Society's records.

Oxcamne@oxcamne.org is our shared email address. Individual addresses such as president@oxcamne.org, secretary@oxcamne.org, etc., are alias addresses. Traffic is automatically filtered into individual folders for these users.

Public web site pages are mostly static, but they can also contain dynamic content generated from the database. For example, the home page contains a list of coming events, including links to display the event details and for registration, also contain links for joining the Society or the mailing list. Regular members interact with the software through these links or links in email notices.

Volunteer organizers have additional access to the various organization modules which are described in the software documentation which is included with the software on Github, and is served as web pages directly from Github. These pages are also embedded in this site.

Users can switch from the transactional site to the public sites by clicking on *Home*, or from public to transactional pages by clicking on *MyAccount*.

The Society uses a number of Internet services, for example *Stripe* to handle online payments, *GoDaddy* to host the domain, *Pythonanywhere* to host the software and databases, *Mailgun* for bulk email services, *Zoom* for committee meetings, and *YouTube* to host video content. All of these accounts are managed using the @oxcamne.org email account aliases. Our *Eastern Bank* account is also accessed online. Most of these accounts are administered through secretary@oxcamne.org.

Our social media presence is hosted on Facebook, LinkedIn, Instagram, and YouTube.",37,2025-02-11 14:56:30,2025-02-12 09:21:56
13,Society Email,12,<NULL>,False,<NULL>,"The SocieIy maintains a shared email account **[oxcamne@oxcamne.org](mailto:oxcamne@oxcamne.org)** for Officers and other key volunteers. It is accessed just like a regular gmail account.

Officers and other volunteers with key roles are assigned alias addresses for the shared email account, e.g. president@oxcamne.org, treasurer@oxcamne.org, etc. All login to the shared email at oxcamne@oxcamne.org via mail.google.com.  Each alias has its own folder in the account where filters place incoming traffic. The generic inbox receives any traffic addressed simply to oxcamne@oxcamne.org.

There are also group email addresses. The groups are **[board](mailto:board@oxcamne.org)** (of directors), and **[advisory](mailto:advisory@oxcamne.org)** (committee).  Mail sent to the group addresses is forwarded to the appropriate personal email addresses, and also recorded in board and advisory folders within the shared account.

The OxCam software provides facilities for sending out emails using your Society (alias) address, including notices sent to one of our mailing lists, messages to individual members or sets of members selected from the database, and explicitly addressed external mail. By default the Society letterhead is included. Your member record contains your @oxcamne.org alias. If you have more than one role and Society address, you can select from a dropdown which one to use on any given occasion.

If you are a volunteer with at least write access to the OxCam database, you can send email using the shared oxcamne@oxcamne.org address itself.

Emails are formatted using a mix of Markdown and HTML.

The OxCam software does not process incoming email traffic.

*Using the OxCam software to initiate outgoing conversations is highly recommended*, as this will ensure the ensuing conversation is recorded in the appropriate folder within the shared account.",6,2025-02-11 16:16:18,2025-02-12 09:24:10
14,OxCamNE Archive,12,<NULL>,False,<NULL>,"###OxCamNE Archive
The Archive is a file system, held on the Google Drive in our Google Workspace, which  holds items of many kinds, including but not limited to:

- bylaws and other important documents
- meeting minutes with associated reports etc.
- materials related to events (including content embedded in event pages on the website)
- templates for name badges etc. (note, these are deprecated, the preferred way to generate name badges is described here and uses an Avery account)
- albums of photos and videos embedded in the public web site (note that the preferred place to store videos is on our YouTube channel)
- Google forms or spreadsheets that can be filled in by members (shared with 'anyone with the link' and linked to from email notices or web pages)

The Archive is a shared folder in the 'My Drive' area owned by oxcamne@oxcamne.org and shared with members of the Advisory Committee. All users of the email account have editor access to the entire contents of the archive. Other members of the advisory committee have view-only access when logged into their personal google accounts.

To access the Archive, browse to [drive.google.com](https://drive.google.com) or click on the drive app in app panel of gmail. If necessary, sign in using your @oxcamne.org address (or your personal email if you don't have access to the society address). Note, if you  use a non-google  email, you will need to sign up for a drive account using your personal email address. Once signed into Drive, you will see something like:

<p style=""text-align:center""><img src=""https://drive.google.com/thumbnail?sz=w800&id=1hDzg4Du50OrGXZ7EB6p_xL_fhn0-Qldc"" alt=""archive""></p>

The Suggested section will display thumbnails of files recently viewed. The OxCamNE Archive folder appears below, and can be double-clicked to open it.

The vp, treasurer, secretary and president@oxcamne.org folders contain files from outside the archive saved from when these were actually separate users within the workspace. Other individual files saved by users of the account may appear over time.

Files placed in the archive are viewable by all members of the advisory committee using their personal gmail accounts. (Those using non-gmail addresses can create google accounts to access the shared archive).

Individual folders/files within the archive can be shared more broadly. For example a folder of photos to be embedded in the web site would be modified to make it visible to all using a link, as would a form such as that used by https://www.oxcamne.org/home/oxbridge-enquiries.

Certain files may need to be accessed by someone who does not have an @oxcamne.org address, for example the spreadsheet of results from a survey; in this case the 'outside' email can be added as an editor for the individual file. However, to ensure that all files in the archive are owned by @oxcamne, ***'outside' email addresses should never be given editor access to any folder within the archive***.

A ***key document in the Archive*** is the spreadsheet OxCamNE accounts.xlsx held in the root directory, which records all the URL, username and password information for the various pieces of infrastructure used by the Society. Access to this spreadsheet is limited to users of the Society email account. ",6,2025-02-11 16:39:20,2025-02-12 10:51:19
15,OxCam software,12,<NULL>,False,<NULL>,"<iframe src=""https://oxcamne.github.io/oxcam/"" style=""border:none;"" title=""App Documentation"" width=""100%"" height=""1000"">",11,2025-02-11 17:23:18,2025-02-12 10:52:02
16,How to:,12,<NULL>,False,<NULL>,The submenu includes help with a number of OxCamNE specific tasks.,1,2025-02-11 17:27:39,2025-02-12 11:04:18
17,Set Up a New Event,12,16,False,<NULL>,"###Set Up a New Event
An event is managed using the events module of the web site. The event is represented by an event record and it's various sub records.

The event record records the characteristics of the event, obviously the name, date and time, and whether the event is members-only or open to all alumni, etc. In addition to the date and time of the event is a date and time when booking closes. You can also set capacity limits.

The *booking closed* date/time controls the booking phase: when it is in the past the phase is *save the date* if there are no registrations recorded yet, else *booking closed*. The event is listed in the home page calendar accordingly. During the *save the date* phase neither booking nor viewing of the details is possible; during the *booking closed* phase registrations will be added to the wait list.

The sub-records define the ticket categories and, as appropriate, menu choices (or other selections).

The record also contains the Details, which is the full description of the event for display on the public website as well as used in the email invitation. This is created using Markdown and HTML.

#####Create the event record in the database
This is most easily done by duplicating the record of an existing, similar, event. Find the existing record in the <a href=""https://oxcamne.github.io/oxcam/events.html"" target=""_blank"">events page</a> and click Edit to display it. Click the 'Make a Copy of This Event' link near the top of the display. The new event will appear next to the event copied in the events page, but your screen will display the new event for editing.

The Page, Description, Datetime, Booking Closed, and Details fields, at a minimum, will need to be adjusted for the new event.

Of course you can also create a new event from scratch using the '+New' button of the events page.

See the documentation of the <a href=""https://oxcamne.github.io/oxcam/event_record.html"" target=""_blank"">event record</a> for full details.

#####Open the event for booking
When the *Details* have been finalized edit the event record to set the *Booking Closed* date/time. The home page calendar will now have links for viewing the details and for registration.

#####Send out the invitation
This is done through the <a href=""https://oxcamne.github.io/oxcam/members.html"" target=""_blank"">members page</a>.

First select the recipients of the invitation using the filters in the Members page. Normally you would simply select the mailing list **and the event** and click *Filter*, then use the *Send Notice* link at the top of the page.

This filter includes the event *Details* page in the email body and, e.g. if this is a reminder close to the end of the booking period, excludes members who have already registered. You can make any desired adjustments to the text before clicking *Send*.
",13,2025-02-12 09:49:22,2025-04-08 11:00:24
18,Manage Reservations and Waitlist,12,16,False,<NULL>,"<iframe src=""https://oxcamne.github.io/oxcam/event_registration"" style=""border:none;"" title=""App Documentation"" width=""100%"" height=""1000"">",1,2025-02-12 14:37:57,2025-04-08 11:01:39
19,Manually Register Guest/Speaker,12,16,False,<NULL>,"###Register Speaker or other Guest
Usually, members set up their own event registration, and make payment if appropriate, through the registration link for the event.

Occasionally, typically for a speaker or other comp. registration, the secretary or another officer needs to manually set up a registration.

First, the person needs a *member record*. Visit the <a href=""https://oxcamne.github.io/oxcam/members.html"" target=""_blank"">Members page</a> and use the filter to find their existing record. If no record exists, create one using the *+New* button. At a minimum, fill in the first and last name.

Once a member record exists, display the Member Record using the *Edit* button. Use the links at the top to add necessary subrecords such as *Email* and *OxCam Affiliation*.

You now have a sufficiently complete Member Record. From it's *Edit* display, use the *Member Reservations* link to display a list all existing registrations in reverse chronological order. The event names are links, through which the corresponding Member Reservation page can be accessed, allowing the details to be examined and edited.

Note there is an *Add New Reservation* link. This prompts you to select the event for which you wish to register them. Once the event is selected the Member Reservation is displayed - for a new reservation this will display an empty grid. You can then use the *+New* button to register the person. Leave the ticket field blank to comp. them, or select the appropriate ticket type. Select the meal preference if appropriate before submitting. You can use the *+New* button again to add any additional guest(s).

None of the usual restrictions, such as affiliation, Society membership, discount qualification, or event capacity apply when officers are registering people in this way!

You can enter paid registrations by specifying the appropriate ticket type. This might happen if a member is not able to register online and sends in a check. The payment will be recorded in the registration when the cleared check deposit transaction is uploaded from the bank and allocated to the member and event ticket sales account.",2,2025-02-12 14:55:39,2025-04-08 11:01:50
20,Print Name Badges/Labels,12,16,False,<NULL>,"###Print Name Badges/Labels
Name Badges (in holders) or (sticky) Labels can be generated from the doorlist exported as a CSV file from the database <a href=""https://oxcamne.github.io/oxcam/reservation_list.html"" target=""_blank"">Reservation List</a>.

In the past I have used Microsoft Word/Mailings in conjunction with Excel to print badges or labels. However, not only does this require a Microsoft Office license, the process itself is rather clunky.

I am now advocating the use of [Avery Design & Print Online](https://www.avery.com/software/design-and-print/), as described on this page. Avery is a primary maker of badge and label supplies. Secretary@oxcamne.org has a (free) account at Avery, which includes predefined 'projects' for printing our name badges or labels. The password for this account is stored in the Accounts file in the root of the OxCamNE Archive.
The Archive also contains a folder 'Name Badges & Labels' which has the old Microsoft Word templates as well as downloaded master copies of the Avery badge and label projects.

#####Preparing Data for Printing Badges or Labels
I recommend creating a folder OxCamNE Archive/Events/year/event to contain these and other files relating to the event.

Begin by exporting the doorlist for the event from the reservation list to your local PC. Copy the file, doorlist.csv, to the event folder within the Archive on Google Drive. Double Click on the copied file to open it. It should look something like this:
<p style=""text-align:left""><img src=""https://drive.google.com/thumbnail?sz=w800&id=1WHkO1t8z3cdqziwTkU08scsFyz_aoI84"" alt=""doorlist""></p>

Next, use the menu at top middle to open in Google Sheets. This creates a new spreadsheet file, 'doorlist'. You can now delete ('remove') doorlist.csv, it's no longer needed.
Note that the 'Selection' column will contain the short name for the menu selection, not the long descriptive name selected when registering. This is important as the short name will appear on the badge as a guide for attaching a colored dot.
Add table assignments, if necessary, to the Table column. Table assignments will appear at the bottom left of the badge. Often we only assign one or two tables. You can also hide all the columns not needed on the printed copy of the doorlist:

<p style=""float:left; margin: 0px 15px 0px 0px""><img src=""https://drive.google.com/thumbnail?sz=w150&id=1ZAj6_TNvLALVqZf7p9JSuoDBo1OZkRwl"" alt=""menu""></p>

#####Use the Avery Site to Generate the Printable Badges
Sign in to Avery Design & Print Online using the  Secretary@oxcamne.org account (click on the person icon at top right, as shown here. Click on 'Projects' in the menu which appears. You should then see something like:

<p style=""float:left; margin: 0px 15px 0px 0px""><img src=""https://drive.google.com/thumbnail?sz=w400&id=1jOgLp6p0LDKLKGwwl23-ocY3FriG5Rkb"" alt=""projects""></p>
Note, 'Upload Avery Project' can be used to upload the master templates from the Name Badges & Labels from the Archive, should these online versions have been lost or damaged.

The project on the left is for badges, the one on the right for sticky labels (2 to a sheet).

Click on the appropriate project and open the project.

Note that here you can apply the design to another Avery product, for example sticky labels on letter size sheets, 6 to a page.

The data shown will be from an earlier event. The new doorlist will be imported at the next step.

**Important**: If you follow Avery's instructions for updating the data (replacing the spreadsheet), the formatting of the data will be lost. Follow my instructions instead. DO NOT select the text box on the badge containing the spreadsheet data, rather click on 'Import Data' at the left of the screen. The screen should look like:

<p style=""float:left; margin: 0px 15px 0px 0px""><img src=""https://drive.google.com/thumbnail?sz=w400&id=1Oy3Qq6LqT61knW4K5XlwBtUkWtHB_bqw"" alt=""import data""></p>
Now click on 'Replace Spreadsheet'. In the pop-up which appears,  click on Google Drive. You may need to do some authorization with Google to allow Avery to access (but shouldn't have to if signed in as Secretary!). The Doorlist file you've just worked on should appear among other files in the pop-up, probably in first position. Select it, and it will be displayed in the pop-up. Uncheck the heading row, and click 'Next'.

Here we come to a deficiency in the software. The Next button is disabled. The pop-up is asking us to arrange a list of fields. Simply double-click the first field ONLY, then click Next, and then Finish. We should now see, in the center of the dashboard, something like:

<p style=""float:left; margin: 0px 15px 0px 0px""><img src=""https://drive.google.com/thumbnail?sz=w400&id=1k88M4Ca2UV0oqEXRPWfOiCNitawADlnb"" alt=""edit badge""></p>
The field we selected in order to get by the disabled Next button appears on top of the Society Name (and in Arial font rather than Times New Roman). To get rid of this, click on the 'Object List' button on the right and then on the extraneous field; you should now see it displayed within a text box, and the corresponding object should be highlighted in the list at the right, as shown in the picture. Click the 'delete' icon in the highlighted object.

Click the Save button on the top row of the dashboard, and click 'Save to Your Account' and then 'OK'. Finally click 'Preview & Print' at the bottom right of the dashboard. 

This is a good time to preview all the pages for any errors, also beware of including unnecessary pages of blank badges; us the page range option to exclude them from the PDF produced by the 'Get PDF to Print' button.

Note: my printer (Canon MG3620) won't print on the front of Avery name badge stock. It objects to the printed header and footer instructions. Have to print on the back!
",11,2025-02-12 15:10:06,2025-04-08 11:01:57
